,path,filename,PON,ID,HEAT,camera,WBF,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,predict
140,test_images\20220504140048_wbf2_ch1_B70428_301_D22S5K0778.jpg,20220504140048_wbf2_ch1_B70428_301_D22S5K0778.jpg,D22S5K0778,301,B70428,ch1,wbf2,20220504140048,0.0,17.0,11901.0,2914.0,4405.0,8625.0,6069.0,7097.0,7844.0,5801.0,5208.0,6538.0,4170.0,6839.0,4908.0,4924.0,4245.0,5618.0,3854.0,4693.0,4008.0,3811.0,3798.0,3976.0,4465.0,3542.0,4040.0,3756.0,3553.0,3783.0,3058.0,3304.0,2949.0,2885.0,2854.0,2729.0,3172.0,2597.0,2929.0,2633.0,2591.0,2569.0,2519.0,2156.0,2364.0,2186.0,2023.0,1955.0,2401.0,1834.0,2165.0,1990.0,1992.0,1852.0,2001.0,1577.0,1781.0,1716.0,1546.0,1532.0,1734.0,1693.0,1545.0,1659.0,1530.0,1571.0,1505.0,1292.0,1384.0,1122.0,1139.0,1194.0,1188.0,1185.0,1108.0,1091.0,1060.0,1077.0,1091.0,1051.0,1043.0,964.0,999.0,873.0,897.0,914.0,929.0,844.0,898.0,996.0,919.0,934.0,964.0,922.0,886.0,935.0,1019.0,970.0,1045.0,1095.0,1043.0,1128.0,1153.0,1094.0,1104.0,1138.0,1160.0,1300.0,1352.0,1342.0,1391.0,1341.0,1413.0,1315.0,1371.0,1387.0,1381.0,1444.0,1418.0,1364.0,1420.0,1377.0,1393.0,1349.0,1324.0,1255.0,1256.0,1226.0,1144.0,1100.0,1087.0,1090.0,1045.0,995.0,886.0,920.0,862.0,840.0,788.0,736.0,749.0,685.0,679.0,658.0,656.0,526.0,616.0,552.0,523.0,476.0,460.0,485.0,413.0,390.0,385.0,343.0,341.0,348.0,298.0,276.0,287.0,264.0,236.0,215.0,210.0,198.0,242.0,216.0,177.0,172.0,158.0,225.0,205.0,186.0,196.0,208.0,236.0,203.0,215.0,231.0,214.0,236.0,244.0,251.0,242.0,255.0,253.0,254.0,233.0,259.0,225.0,265.0,233.0,235.0,186.0,225.0,194.0,200.0,185.0,173.0,155.0,171.0,124.0,116.0,150.0,122.0,120.0,113.0,99.0,93.0,94.0,100.0,92.0,74.0,74.0,71.0,66.0,60.0,58.0,49.0,51.0,36.0,26.0,29.0,32.0,23.0,21.0,17.0,14.0,14.0,16.0,6.0,6.0,6.0,8.0,10.0,4.0,5.0,3.0,4.0,4.0,6.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5
141,test_images\20220505025643_wbf2_ch1_A70902_203_D22S5K0872.jpg,20220505025643_wbf2_ch1_A70902_203_D22S5K0872.jpg,D22S5K0872,203,A70902,ch1,wbf2,20220505025643,0.0,12.0,18333.0,1845.0,3361.0,5277.0,5255.0,9229.0,6155.0,11610.0,7131.0,9217.0,6653.0,7789.0,7019.0,5274.0,5597.0,4474.0,3834.0,3767.0,3079.0,3078.0,2608.0,2983.0,2392.0,2554.0,2292.0,2356.0,2074.0,2000.0,1842.0,1860.0,1647.0,1676.0,1546.0,1689.0,1691.0,1623.0,1526.0,1488.0,1487.0,1414.0,1406.0,1337.0,1414.0,1304.0,1257.0,1336.0,1300.0,1305.0,1205.0,1321.0,1121.0,1304.0,1102.0,1146.0,1147.0,1079.0,1101.0,1174.0,1156.0,1166.0,1122.0,1143.0,1187.0,1202.0,977.0,1105.0,1016.0,978.0,959.0,1039.0,1050.0,1038.0,1088.0,1014.0,1102.0,1058.0,1072.0,962.0,968.0,967.0,966.0,985.0,1029.0,1005.0,984.0,1018.0,989.0,1029.0,1028.0,1084.0,1039.0,1049.0,1028.0,1164.0,1056.0,1188.0,1197.0,1131.0,1185.0,1223.0,1226.0,1242.0,1229.0,1310.0,1325.0,1414.0,1415.0,1397.0,1428.0,1456.0,1425.0,1418.0,1434.0,1444.0,1524.0,1489.0,1489.0,1517.0,1445.0,1563.0,1411.0,1418.0,1444.0,1381.0,1421.0,1354.0,1348.0,1266.0,1264.0,1275.0,1260.0,1161.0,1197.0,1056.0,1028.0,1079.0,958.0,913.0,872.0,871.0,762.0,802.0,726.0,642.0,678.0,675.0,643.0,627.0,606.0,623.0,515.0,557.0,508.0,524.0,527.0,496.0,466.0,484.0,469.0,420.0,434.0,385.0,369.0,401.0,355.0,355.0,333.0,334.0,339.0,288.0,321.0,279.0,291.0,294.0,257.0,248.0,259.0,254.0,245.0,242.0,263.0,212.0,241.0,178.0,214.0,169.0,172.0,183.0,178.0,179.0,176.0,177.0,199.0,155.0,194.0,159.0,218.0,196.0,209.0,205.0,200.0,219.0,187.0,229.0,197.0,214.0,240.0,267.0,267.0,284.0,305.0,263.0,313.0,303.0,371.0,346.0,366.0,357.0,342.0,399.0,355.0,397.0,380.0,457.0,401.0,500.0,467.0,448.0,454.0,502.0,390.0,461.0,450.0,423.0,409.0,400.0,492.0,403.0,390.0,391.0,311.0,367.0,343.0,340.0,312.0,328.0,310.0,266.0,282.0,247.0,252.0,224.0,219.0,2361.0,5
142,test_images\20220505031422_wbf2_ch1_A70902_106_D22S5K0838.jpg,20220505031422_wbf2_ch1_A70902_106_D22S5K0838.jpg,D22S5K0838,106,A70902,ch1,wbf2,20220505031422,0.0,9.0,10585.0,804.0,840.0,2780.0,1590.0,4978.0,3198.0,5989.0,4243.0,5537.0,4334.0,5788.0,4898.0,4530.0,3725.0,4073.0,3265.0,3520.0,2819.0,2719.0,2779.0,2736.0,2756.0,2510.0,2531.0,2418.0,2193.0,2222.0,2039.0,2027.0,1860.0,2027.0,1934.0,1919.0,2109.0,1896.0,1958.0,1921.0,1857.0,1869.0,1680.0,1618.0,1760.0,1593.0,1787.0,1703.0,1834.0,1723.0,1792.0,1781.0,1710.0,1640.0,1848.0,1653.0,1727.0,1806.0,1771.0,1897.0,1943.0,2031.0,1837.0,1981.0,1949.0,1916.0,1963.0,1880.0,1977.0,1916.0,1836.0,1807.0,1804.0,1931.0,1703.0,1998.0,1872.0,1856.0,1822.0,1810.0,1777.0,1732.0,1846.0,1772.0,1886.0,1848.0,2002.0,1892.0,1909.0,2036.0,1995.0,2148.0,2123.0,2240.0,2066.0,2237.0,2273.0,2279.0,2357.0,2502.0,2491.0,2574.0,2481.0,2489.0,2656.0,2655.0,2574.0,2624.0,2630.0,2607.0,2705.0,2598.0,2636.0,2527.0,2522.0,2473.0,2429.0,2462.0,2427.0,2324.0,2159.0,2247.0,2142.0,2122.0,2063.0,1989.0,1884.0,1850.0,1725.0,1735.0,1644.0,1632.0,1571.0,1550.0,1413.0,1312.0,1247.0,1135.0,1116.0,1027.0,949.0,931.0,817.0,817.0,671.0,632.0,557.0,508.0,474.0,420.0,372.0,388.0,316.0,278.0,290.0,216.0,208.0,191.0,142.0,141.0,105.0,109.0,81.0,74.0,60.0,50.0,40.0,38.0,19.0,18.0,19.0,9.0,5.0,4.0,7.0,3.0,5.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
143,test_images\20220505033218_wbf2_ch1_A70903_202_D22S5K0839.jpg,20220505033218_wbf2_ch1_A70903_202_D22S5K0839.jpg,D22S5K0839,202,A70903,ch1,wbf2,20220505033218,0.0,6.0,21330.0,2102.0,2509.0,7897.0,3848.0,16649.0,6231.0,19452.0,10373.0,15023.0,11396.0,9924.0,10478.0,6641.0,7852.0,5473.0,5540.0,4782.0,4165.0,4085.0,3349.0,3832.0,3239.0,3154.0,2824.0,2871.0,2363.0,2671.0,2162.0,2239.0,1849.0,1900.0,1747.0,1822.0,1753.0,1716.0,1714.0,1632.0,1482.0,1583.0,1492.0,1407.0,1448.0,1210.0,1310.0,1201.0,1347.0,1324.0,1186.0,1263.0,1027.0,1208.0,1070.0,1147.0,1009.0,966.0,1017.0,902.0,1161.0,1026.0,1017.0,1076.0,1067.0,1010.0,1077.0,1016.0,973.0,964.0,896.0,950.0,1000.0,953.0,931.0,981.0,961.0,931.0,971.0,964.0,982.0,892.0,904.0,901.0,886.0,982.0,947.0,1013.0,960.0,1040.0,1045.0,986.0,1051.0,1001.0,1117.0,1039.0,1119.0,1092.0,1178.0,1248.0,1132.0,1269.0,1324.0,1263.0,1297.0,1315.0,1287.0,1338.0,1287.0,1335.0,1296.0,1369.0,1334.0,1290.0,1242.0,1277.0,1187.0,1217.0,1152.0,1081.0,1213.0,1088.0,1115.0,1006.0,970.0,949.0,863.0,873.0,854.0,791.0,725.0,702.0,714.0,593.0,623.0,483.0,552.0,487.0,468.0,409.0,367.0,378.0,292.0,330.0,240.0,247.0,227.0,196.0,212.0,178.0,162.0,163.0,130.0,104.0,111.0,87.0,81.0,74.0,61.0,52.0,46.0,34.0,33.0,21.0,23.0,26.0,15.0,10.0,9.0,14.0,9.0,12.0,8.0,11.0,7.0,4.0,8.0,4.0,7.0,4.0,6.0,7.0,6.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5
144,test_images\20220505035018_wbf2_ch1_A70903_105_D22S5K0839.jpg,20220505035018_wbf2_ch1_A70903_105_D22S5K0839.jpg,D22S5K0839,105,A70903,ch1,wbf2,20220505035018,0.0,7.0,12534.0,298.0,538.0,742.0,875.0,1290.0,1163.0,1466.0,1488.0,2180.0,2239.0,2516.0,2785.0,2467.0,2753.0,2769.0,2584.0,2778.0,2667.0,2570.0,2543.0,2526.0,2494.0,2479.0,2376.0,2354.0,2294.0,2109.0,2012.0,2036.0,1792.0,1992.0,1731.0,1994.0,1828.0,1814.0,1898.0,1788.0,1791.0,1858.0,1796.0,1792.0,1840.0,1930.0,1697.0,1973.0,1874.0,1855.0,1903.0,1756.0,1743.0,1648.0,1684.0,1804.0,1595.0,1801.0,1715.0,1753.0,1742.0,1820.0,1790.0,1936.0,1767.0,1825.0,1825.0,1779.0,1768.0,1714.0,1807.0,1793.0,1796.0,1741.0,1742.0,1757.0,1631.0,1649.0,1714.0,1603.0,1742.0,1725.0,1597.0,1720.0,1734.0,1730.0,1811.0,1706.0,1820.0,1962.0,1878.0,1908.0,1858.0,1913.0,1886.0,2048.0,2116.0,2269.0,2166.0,2279.0,2303.0,2340.0,2312.0,2491.0,2550.0,2522.0,2616.0,2656.0,2618.0,2689.0,2749.0,2771.0,2764.0,2823.0,2791.0,2850.0,2809.0,2764.0,2796.0,2890.0,2935.0,2832.0,2850.0,2906.0,2751.0,2878.0,2783.0,2830.0,2662.0,2672.0,2612.0,2529.0,2615.0,2433.0,2468.0,2352.0,2287.0,2226.0,2145.0,2127.0,1962.0,1900.0,1788.0,1704.0,1585.0,1541.0,1464.0,1286.0,1196.0,1154.0,1088.0,1045.0,985.0,864.0,826.0,791.0,690.0,632.0,559.0,535.0,504.0,428.0,401.0,349.0,304.0,259.0,255.0,220.0,204.0,166.0,159.0,112.0,109.0,94.0,83.0,78.0,57.0,44.0,54.0,37.0,35.0,25.0,12.0,18.0,15.0,8.0,11.0,4.0,5.0,6.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
145,test_images\20220505040923_wbf2_ch1_A70904_202_D22S5K0840.jpg,20220505040923_wbf2_ch1_A70904_202_D22S5K0840.jpg,D22S5K0840,202,A70904,ch1,wbf2,20220505040923,0.0,8.0,9620.0,824.0,635.0,1970.0,1333.0,3044.0,2422.0,2708.0,2543.0,3114.0,2615.0,3192.0,2748.0,2663.0,2209.0,2565.0,1865.0,2365.0,1966.0,1845.0,2253.0,1758.0,2333.0,1812.0,2026.0,2003.0,1943.0,1741.0,1694.0,1690.0,1608.0,1700.0,1838.0,1786.0,2024.0,1812.0,2051.0,1886.0,1878.0,1782.0,1985.0,1729.0,1893.0,2015.0,2009.0,2216.0,2190.0,2223.0,2165.0,2186.0,2363.0,2210.0,2270.0,2411.0,2294.0,2291.0,2461.0,2769.0,2472.0,2863.0,2654.0,2571.0,2759.0,2667.0,2582.0,2699.0,2528.0,2596.0,2561.0,2772.0,2615.0,2722.0,2597.0,2726.0,2576.0,2575.0,2721.0,2484.0,2520.0,2349.0,2390.0,2276.0,2468.0,2477.0,2423.0,2451.0,2332.0,2527.0,2555.0,2596.0,2505.0,2503.0,2577.0,2652.0,2596.0,2608.0,2740.0,2706.0,2828.0,2724.0,2671.0,2754.0,2777.0,2790.0,2720.0,2637.0,2708.0,2634.0,2682.0,2577.0,2536.0,2536.0,2531.0,2325.0,2375.0,2298.0,2314.0,2179.0,2167.0,2054.0,1999.0,2043.0,1891.0,1879.0,1771.0,1745.0,1692.0,1594.0,1677.0,1476.0,1482.0,1377.0,1311.0,1269.0,1191.0,1162.0,1117.0,1050.0,1030.0,969.0,805.0,830.0,781.0,742.0,679.0,585.0,594.0,497.0,469.0,408.0,394.0,374.0,314.0,339.0,268.0,254.0,244.0,204.0,196.0,181.0,169.0,120.0,121.0,91.0,105.0,72.0,66.0,65.0,44.0,38.0,34.0,24.0,28.0,20.0,16.0,11.0,9.0,10.0,9.0,5.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
146,test_images\20220505042018_wbf2_ch1_A70904_104_D22S5K0840.jpg,20220505042018_wbf2_ch1_A70904_104_D22S5K0840.jpg,D22S5K0840,104,A70904,ch1,wbf2,20220505042018,0.0,2.0,14026.0,231.0,328.0,612.0,467.0,458.0,569.0,311.0,377.0,349.0,323.0,403.0,322.0,343.0,299.0,294.0,293.0,299.0,349.0,329.0,433.0,403.0,433.0,471.0,451.0,475.0,506.0,501.0,558.0,567.0,744.0,587.0,772.0,775.0,702.0,781.0,822.0,753.0,872.0,852.0,842.0,858.0,1038.0,986.0,950.0,1069.0,1042.0,1064.0,1093.0,1208.0,1209.0,1271.0,1286.0,1302.0,1395.0,1410.0,1454.0,1375.0,1493.0,1518.0,1476.0,1546.0,1526.0,1635.0,1643.0,1612.0,1640.0,1615.0,1597.0,1619.0,1618.0,1661.0,1659.0,1660.0,1581.0,1677.0,1653.0,1695.0,1793.0,1698.0,1775.0,1827.0,1872.0,1930.0,1945.0,2010.0,2090.0,2215.0,2319.0,2368.0,2396.0,2483.0,2478.0,2607.0,2841.0,2798.0,2893.0,2965.0,3221.0,3292.0,3231.0,3499.0,3383.0,3495.0,3560.0,3755.0,3696.0,3887.0,3886.0,3994.0,3987.0,4094.0,4324.0,4180.0,4385.0,4151.0,4277.0,4528.0,4462.0,4613.0,4517.0,4785.0,4611.0,4626.0,4531.0,4552.0,4579.0,4541.0,4330.0,4235.0,4213.0,4041.0,3780.0,3715.0,3503.0,3267.0,3254.0,3116.0,2787.0,2753.0,2517.0,2335.0,2169.0,2024.0,1915.0,1728.0,1669.0,1561.0,1477.0,1303.0,1197.0,1150.0,985.0,921.0,848.0,784.0,715.0,663.0,577.0,562.0,482.0,452.0,355.0,347.0,302.0,258.0,220.0,220.0,178.0,175.0,147.0,125.0,91.0,91.0,87.0,47.0,55.0,44.0,34.0,32.0,16.0,21.0,15.0,19.0,8.0,6.0,7.0,1.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
147,test_images\20220505042727_wbf2_ch1_A70904_105_D22S5K0873.jpg,20220505042727_wbf2_ch1_A70904_105_D22S5K0873.jpg,D22S5K0873,105,A70904,ch1,wbf2,20220505042727,0.0,1.0,9450.0,244.0,348.0,492.0,440.0,305.0,424.0,296.0,332.0,405.0,402.0,515.0,343.0,351.0,416.0,346.0,373.0,385.0,471.0,447.0,439.0,480.0,474.0,549.0,514.0,496.0,515.0,623.0,645.0,701.0,775.0,726.0,927.0,822.0,894.0,862.0,868.0,945.0,817.0,1117.0,991.0,1027.0,1018.0,1087.0,962.0,1061.0,1062.0,966.0,1022.0,992.0,1085.0,1039.0,1171.0,1174.0,1249.0,1273.0,1241.0,1294.0,1325.0,1298.0,1300.0,1297.0,1254.0,1325.0,1347.0,1364.0,1367.0,1389.0,1411.0,1404.0,1469.0,1362.0,1358.0,1467.0,1333.0,1410.0,1412.0,1407.0,1390.0,1437.0,1435.0,1457.0,1496.0,1534.0,1565.0,1615.0,1584.0,1695.0,1727.0,1839.0,1852.0,1933.0,1997.0,2093.0,2117.0,2234.0,2294.0,2458.0,2507.0,2656.0,2614.0,2792.0,2918.0,2943.0,3114.0,3247.0,3414.0,3395.0,3525.0,3721.0,3788.0,3974.0,4122.0,4282.0,4280.0,4584.0,4483.0,4566.0,4754.0,4819.0,5006.0,5085.0,5152.0,5275.0,5200.0,5183.0,5077.0,5141.0,5063.0,4866.0,4897.0,4708.0,4650.0,4334.0,4364.0,3961.0,3831.0,3668.0,3429.0,3392.0,3196.0,3016.0,2810.0,2704.0,2446.0,2281.0,2211.0,1982.0,1908.0,1699.0,1570.0,1527.0,1346.0,1254.0,1210.0,1051.0,997.0,895.0,812.0,741.0,639.0,650.0,544.0,506.0,471.0,414.0,362.0,338.0,285.0,307.0,247.0,209.0,189.0,158.0,145.0,125.0,93.0,67.0,82.0,67.0,58.0,32.0,29.0,28.0,27.0,9.0,14.0,10.0,10.0,2.0,4.0,3.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
148,test_images\20220505054016_wbf2_ch1_A70906_201_D22S5K0922.jpg,20220505054016_wbf2_ch1_A70906_201_D22S5K0922.jpg,D22S5K0922,201,A70906,ch1,wbf2,20220505054016,0.0,4.0,13833.0,625.0,748.0,1706.0,1079.0,2275.0,1814.0,2312.0,1732.0,2196.0,1996.0,2088.0,1866.0,1795.0,1611.0,1735.0,1402.0,1482.0,1324.0,1425.0,1337.0,1511.0,1478.0,1403.0,1396.0,1374.0,1343.0,1317.0,1158.0,1255.0,1327.0,1302.0,1300.0,1415.0,1390.0,1442.0,1443.0,1448.0,1458.0,1483.0,1455.0,1488.0,1498.0,1606.0,1562.0,1702.0,1668.0,1684.0,1761.0,1827.0,1706.0,1798.0,1752.0,1782.0,1809.0,1880.0,2029.0,2040.0,2248.0,2135.0,2282.0,2250.0,2319.0,2338.0,2122.0,2282.0,2283.0,2328.0,2293.0,2300.0,2301.0,2286.0,2278.0,2305.0,2177.0,2283.0,2150.0,2252.0,2108.0,2206.0,2176.0,2220.0,2260.0,2287.0,2264.0,2228.0,2444.0,2390.0,2403.0,2422.0,2513.0,2535.0,2636.0,2608.0,2762.0,2834.0,2770.0,2803.0,2890.0,2941.0,3055.0,3132.0,3087.0,3082.0,3134.0,3225.0,3277.0,3244.0,3230.0,3255.0,3266.0,3288.0,3174.0,3309.0,3327.0,3335.0,3237.0,3139.0,3054.0,3111.0,3083.0,2905.0,2919.0,2913.0,2679.0,2657.0,2620.0,2631.0,2419.0,2332.0,2196.0,2063.0,2015.0,1795.0,1819.0,1714.0,1640.0,1626.0,1444.0,1378.0,1253.0,1218.0,1143.0,1060.0,1015.0,915.0,801.0,772.0,720.0,649.0,566.0,556.0,543.0,456.0,465.0,419.0,393.0,356.0,296.0,260.0,253.0,219.0,194.0,165.0,157.0,130.0,110.0,110.0,112.0,90.0,70.0,58.0,60.0,47.0,38.0,39.0,34.0,34.0,19.0,17.0,15.0,18.0,11.0,8.0,13.0,10.0,4.0,7.0,8.0,3.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
149,test_images\20220505072531_wbf2_ch1_A70907_202_D22S5K0833.jpg,20220505072531_wbf2_ch1_A70907_202_D22S5K0833.jpg,D22S5K0833,202,A70907,ch1,wbf2,20220505072531,0.0,13.0,13814.0,293.0,1605.0,1613.0,2042.0,4323.0,2935.0,3889.0,2470.0,2746.0,1980.0,1876.0,1345.0,1465.0,1413.0,1276.0,1314.0,1284.0,1275.0,1212.0,1458.0,1261.0,1277.0,1373.0,1384.0,1354.0,1415.0,1417.0,1394.0,1374.0,1518.0,1612.0,1687.0,1793.0,1669.0,1771.0,1846.0,1776.0,1945.0,1842.0,1831.0,1872.0,2002.0,2116.0,2071.0,2207.0,2094.0,2128.0,2046.0,1998.0,2045.0,2060.0,1968.0,1944.0,2061.0,1975.0,2261.0,2178.0,2301.0,2096.0,2153.0,2066.0,2188.0,2042.0,1956.0,2032.0,2012.0,1941.0,1873.0,1901.0,1897.0,1921.0,1907.0,1858.0,1820.0,1833.0,1736.0,1725.0,1747.0,1740.0,1698.0,1657.0,1738.0,1654.0,1729.0,1764.0,1778.0,1812.0,1801.0,1880.0,1914.0,1862.0,1936.0,2018.0,2037.0,2079.0,2191.0,2259.0,2320.0,2235.0,2326.0,2456.0,2309.0,2567.0,2587.0,2560.0,2621.0,2533.0,2522.0,2441.0,2478.0,2494.0,2515.0,2548.0,2468.0,2429.0,2437.0,2413.0,2384.0,2306.0,2266.0,2271.0,2170.0,2240.0,2234.0,2130.0,2132.0,1975.0,2030.0,1965.0,1952.0,1879.0,1846.0,1755.0,1717.0,1683.0,1530.0,1496.0,1412.0,1345.0,1279.0,1115.0,1125.0,1033.0,1019.0,857.0,871.0,788.0,741.0,699.0,621.0,586.0,497.0,481.0,507.0,415.0,382.0,309.0,341.0,271.0,251.0,232.0,198.0,162.0,136.0,122.0,110.0,102.0,79.0,67.0,63.0,45.0,35.0,42.0,28.0,17.0,22.0,13.0,21.0,14.0,10.0,11.0,7.0,5.0,10.0,9.0,10.0,11.0,11.0,14.0,7.0,19.0,20.0,13.0,19.0,25.0,23.0,31.0,37.0,55.0,37.0,63.0,75.0,82.0,62.0,83.0,97.0,120.0,130.0,150.0,164.0,195.0,233.0,208.0,293.0,301.0,290.0,324.0,363.0,388.0,446.0,530.0,512.0,539.0,496.0,579.0,569.0,667.0,638.0,689.0,735.0,755.0,772.0,805.0,739.0,812.0,727.0,824.0,901.0,770.0,724.0,702.0,664.0,689.0,566.0,614.0,438.0,502.0,402.0,387.0,340.0,307.0,275.0,1769.0,5
